Order_ID,Shipping_Mode,Days_for_shipping_real,Days_for_shipment_scheduled,Order_Item_Quantity,Sales,Order_Profit_Per_Order,Category_Name,Order_Region,Order_Date,Shipping_Date
100627,Standard Class,3,5,1.0,52.82,3.78,Sports,West,2015-03-12 03:36:12.972972973,2015-03-15 03:36:12.972972973
100628,Second Class,4,3,1.0,123.42,-0.28,Sports,East,2018-11-20 01:53:52.432432432,2018-11-24 01:53:52.432432432
100629,Standard Class,2,5,2.0,96.86,13.52,Clothing,East,2018-10-05 18:34:14.054054048,2018-10-07 18:34:14.054054048
100630,Standard Class,4,5,3.0,417.35,60.42,Sports,Central,2017-01-22 15:39:49.189189184,2017-01-26 15:39:49.189189184
100631,Second Class,5,3,3.0,126.43,4.82,Electronic Supplies,West,2018-10-23 07:28:17.297297296,2018-10-28 07:28:17.297297296
100632,Second Class,4,2,1.0,59.54,2.65,Sports,East,2016-12-02 12:02:09.729729728,2016-12-06 12:02:09.729729728
100633,First Class,5,2,1.0,199.38,10.98,Sports,South,2016-02-18 14:14:46.486486484,2016-02-23 14:14:46.486486484
100634,First Class,6,1,4.0,135.56,2.28,Sports,West,2017-11-15 07:54:14.054054048,2017-11-21 07:54:14.054054048
100635,Standard Class,7,5,2.0,120.06,-14.6,Electronic Supplies,Central,2018-07-05 16:50:27.027027024,2018-07-12 16:50:27.027027024
100636,Standard Class,3,5,4.0,112.28,11.59,Electronic Supplies,East,2015-11-25 19:53:30.810810808,2015-11-28 19:53:30.810810808
100637,First Class,4,2,2.0,109.44,8.27,Clothing,East,2015-02-07 23:57:07.027027027,2015-02-11 23:57:07.027027027
100638,Standard Class,3,5,3.0,273.3,22.89,Clothing,East,2018-10-26 05:37:17.837837840,2018-10-29 05:37:17.837837840
100639,Standard Class,9,4,2.0,199.43,5.79,Clothing,South,2016-09-30 15:48:28.108108104,2016-10-09 15:48:28.108108104
100640,Standard Class,7,5,2.0,151.61,26.51,Clothing,West,2018-10-21 20:23:47.027027024,2018-10-28 20:23:47.027027024
100641,Standard Class,4,4,2.0,84.45,25.68,Clothing,Central,2016-06-15 23:19:38.378378376,2016-06-19 23:19:38.378378376
100642,Standard Class,6,5,2.0,154.5,6.69,Electronic Supplies,West,2015-12-01 16:11:31.891891892,2015-12-07 16:11:31.891891892
100643,Standard Class,4,3,1.0,204.26,45.34,Clothing,Central,2015-02-24 01:46:40.000000000,2015-02-28 01:46:40.000000000
100644,Standard Class,5,5,2.0,209.37,29.17,Sports,West,2018-11-11 07:26:50.810810800,2018-11-16 07:26:50.810810800
100645,Standard Class,2,4,4.0,191.44,21.6,Sports,West,2016-06-30 14:04:41.081081080,2016-07-02 14:04:41.081081080
100646,Second Class,5,2,5.0,94.66,7.81,Clothing,East,2016-11-16 10:12:36.756756752,2016-11-21 10:12:36.756756752
100647,First Class,2,2,2.0,36.16,3.74,Electronic Supplies,Central,2018-11-14 05:35:51.351351344,2018-11-16 05:35:51.351351344
100648,First Class,6,1,2.0,555.44,112.18,Electronic Supplies,West,2018-05-27 05:48:49.729729728,2018-06-02 05:48:49.729729728
100649,Second Class,6,3,1.0,73.61,1.4,Clothing,West,2017-10-25 20:51:10.270270272,2017-10-31 20:51:10.270270272
100650,Standard Class,5,3,3.0,48.08,4.23,Clothing,East,2018-05-14 02:08:17.297297296,2018-05-19 02:08:17.297297296
100651,Standard Class,2,5,2.0,187.7,39.4,Clothing,Central,2015-10-11 12:33:52.432432432,2015-10-13 12:33:52.432432432
100652,First Class,3,2,6.0,56.8,10.72,Sports,West,2018-06-02 02:06:50.810810800,2018-06-05 02:06:50.810810800
100653,First Class,3,2,2.0,102.19,2.06,Clothing,Central,2018-06-16 16:51:53.513513504,2018-06-19 16:51:53.513513504
100654,Second Class,4,3,2.0,246.35,23.5,Sports,Central,2017-01-05 02:45:45.945945944,2017-01-09 02:45:45.945945944
100655,Standard Class,2,5,3.0,545.8,91.83,Electronic Supplies,Central,2018-11-17 03:44:51.891891888,2018-11-19 03:44:51.891891888
100656,Standard Class,7,5,4.0,221.82,36.17,Clothing,Central,2018-04-28 00:18:44.324324320,2018-05-05 00:18:44.324324320
100657,Standard Class,4,3,2.0,129.61,24.37,Electronic Supplies,East,2017-04-26 04:28:06.486486480,2017-04-30 04:28:06.486486480
100658,Standard Class,3,3,2.0,166.76,23.47,Clothing,South,2018-11-15 16:40:21.621621616,2018-11-18 16:40:21.621621616
100659,First Class,4,1,6.0,53.22,8.2,Electronic Supplies,West,2015-08-25 18:09:43.783783784,2015-08-29 18:09:43.783783784
100660,First Class,4,2,1.0,128.64,17.68,Clothing,Central,2018-08-20 00:10:05.405405408,2018-08-24 00:10:05.405405408
100661,Standard Class,5,5,5.0,128.72,30.43,Sports,East,2015-08-11 03:24:41.081081080,2015-08-16 03:24:41.081081080
100662,Same Day,4,0,1.0,190.5,14.53,Clothing,East,2018-03-16 15:08:06.486486480,2018-03-20 15:08:06.486486480
100663,First Class,7,1,4.0,609.37,69.38,Electronic Supplies,Central,2018-12-22 05:32:58.378378368,2018-12-29 05:32:58.378378368
100664,Standard Class,4,3,3.0,48.96,1.41,Clothing,South,2018-01-08 09:40:54.054054048,2018-01-12 09:40:54.054054048
100665,Standard Class,9,5,2.0,132.29,1.72,Clothing,East,2015-06-12 05:20:00.000000000,2015-06-21 05:20:00.000000000
100666,Standard Class,6,5,4.0,52.36,7.12,Sports,South,2015-11-27 06:58:01.081081080,2015-12-03 06:58:01.081081080
100667,Standard Class,3,5,1.0,124.31,6.47,Clothing,East,2017-10-02 11:39:05.945945936,2017-10-05 11:39:05.945945936
100668,Standard Class,7,4,1.0,98.3,10.36,Sports,West,2015-05-31 12:43:57.837837838,2015-06-07 12:43:57.837837838
100669,Standard Class,2,4,2.0,65.28,15.63,Electronic Supplies,Central,2016-09-07 06:36:23.783783784,2016-09-09 06:36:23.783783784
100670,Standard Class,6,3,2.0,312.16,73.29,Clothing,East,2016-09-04 08:27:23.243243240,2016-09-10 08:27:23.243243240
100671,Standard Class,4,5,3.0,203.6,58.62,Clothing,Central,2018-01-01 02:18:22.702702704,2018-01-05 02:18:22.702702704
100672,Second Class,6,3,1.0,289.25,69.71,Clothing,South,2017-05-06 09:59:38.378378368,2017-05-12 09:59:38.378378368
100673,Standard Class,6,5,1.0,122.05,36.89,Sports,West,2018-02-13 22:33:30.810810800,2018-02-19 22:33:30.810810800
100674,First Class,6,2,1.0,164.68,23.87,Clothing,South,2017-09-09 02:27:01.621621616,2017-09-15 02:27:01.621621616
100675,Standard Class,6,5,1.0,486.15,18.36,Clothing,West,2015-06-23 21:56:02.162162162,2015-06-29 21:56:02.162162162
100676,Same Day,3,0,2.0,172.13,5.16,Clothing,South,2015-03-19 10:58:44.324324324,2015-03-22 10:58:44.324324324
100677,Standard Class,2,4,3.0,291.54,64.64,Clothing,Central,2015-08-09 16:20:10.810810812,2015-08-11 16:20:10.810810812
100678,Standard Class,4,5,5.0,115.43,13.17,Electronic Supplies,East,2016-08-11 23:15:18.918918920,2016-08-15 23:15:18.918918920
100679,Same Day,3,0,4.0,274.63,32.98,Clothing,West,2018-10-13 01:56:45.405405408,2018-10-16 01:56:45.405405408
100680,Second Class,5,2,1.0,120.69,7.97,Sports,West,2015-10-30 12:32:25.945945944,2015-11-04 12:32:25.945945944
100681,Second Class,4,3,2.0,50.27,3.8,Sports,West,2017-08-19 15:23:57.837837840,2017-08-23 15:23:57.837837840
100682,Standard Class,8,3,1.0,171.58,24.14,Sports,Central,2018-05-17 00:17:17.837837840,2018-05-25 00:17:17.837837840
100683,Standard Class,5,5,1.0,127.01,3.25,Clothing,Central,2018-01-18 15:12:25.945945936,2018-01-23 15:12:25.945945936
100684,First Class,6,2,2.0,59.97,7.83,Sports,South,2015-01-12 16:36:02.162162162,2015-01-18 16:36:02.162162162
100685,Second Class,3,2,1.0,195.29,45.09,Electronic Supplies,West,2018-03-25 09:35:08.108108112,2018-03-28 09:35:08.108108112
100686,First Class,6,1,1.0,96.47,-5.85,Clothing,Central,2015-02-22 14:42:09.729729730,2015-02-28 14:42:09.729729730
100687,First Class,7,1,5.0,1287.19,-17.13,Clothing,West,2016-10-22 13:56:02.162162160,2016-10-29 13:56:02.162162160
100688,Standard Class,4,4,2.0,66.56,10.92,Clothing,South,2017-08-09 09:52:25.945945936,2017-08-13 09:52:25.945945936
100689,Second Class,5,2,2.0,78.38,17.17,Clothing,Central,2016-01-05 17:59:38.378378376,2016-01-10 17:59:38.378378376
100690,Standard Class,5,3,1.0,303.45,21.49,Clothing,South,2016-03-18 19:44:51.891891888,2016-03-23 19:44:51.891891888
100691,Standard Class,3,4,1.0,158.15,-7.89,Sports,South,2017-12-26 06:00:21.621621616,2017-12-29 06:00:21.621621616
100692,Standard Class,4,5,4.0,299.46,67.24,Clothing,South,2017-04-14 11:52:04.324324320,2017-04-18 11:52:04.324324320
100693,First Class,4,1,1.0,220.8,9.96,Clothing,South,2017-06-29 11:46:18.378378368,2017-07-03 11:46:18.378378368
100694,Standard Class,3,3,2.0,118.1,9.58,Sports,East,2017-12-05 18:57:17.837837840,2017-12-08 18:57:17.837837840
100695,Standard Class,4,4,1.0,70.36,9.54,Clothing,East,2018-07-26 03:53:30.810810800,2018-07-30 03:53:30.810810800
100696,First Class,2,1,2.0,345.92,19.61,Sports,Central,2016-01-18 21:40:10.810810808,2016-01-20 21:40:10.810810808
100697,Standard Class,1,5,1.0,74.63,2.98,Clothing,Central,2017-06-10 11:47:44.864864864,2017-06-11 11:47:44.864864864
100698,First Class,3,1,4.0,247.97,10.26,Electronic Supplies,East,2016-03-10 01:17:50.270270272,2016-03-13 01:17:50.270270272
100699,Standard Class,8,4,4.0,313.36,81.05,Clothing,East,2016-08-28 01:04:51.891891888,2016-09-05 01:04:51.891891888
100700,Standard Class,4,5,4.0,158.78,32.2,Sports,Central,2015-08-08 05:15:40.540540540,2015-08-12 05:15:40.540540540
100701,First Class,35,2,1.0,141.5,22.07,Electronic Supplies,East,2018-02-25 15:09:32.972972976,2018-03-05 15:09:32.972972976
100702,Standard Class,4,3,4.0,90.97,-5.91,Clothing,Central,2017-07-24 08:02:52.972972976,2017-07-28 08:02:52.972972976
100703,Standard Class,4,3,2.0,232.94,36.4,Clothing,South,2018-07-23 05:44:30.270270272,2018-07-27 05:44:30.270270272
100704,Standard Class,4,5,2.0,23.81,3.62,Sports,Central,2017-03-14 19:17:28.648648648,2017-03-18 19:17:28.648648648
100705,Standard Class,4,3,3.0,274.57,2.13,Clothing,West,2018-07-18 20:30:59.459459456,2018-07-22 20:30:59.459459456
100706,Same Day,2,0,1.0,186.36,24.36,Electronic Supplies,East,2016-12-14 04:38:11.891891888,2016-12-16 04:38:11.891891888
100707,Standard Class,5,5,1.0,149.18,28.96,Electronic Supplies,Central,2015-08-03 20:02:09.729729728,2015-08-08 20:02:09.729729728
100708,Second Class,3,3,3.0,201.84,31.4,Clothing,South,2015-08-02 08:57:39.459459460,2015-08-05 08:57:39.459459460
100709,Standard Class,5,3,1.0,70.61,3.92,Clothing,East,2017-11-18 06:03:14.594594592,2017-11-23 06:03:14.594594592
100710,First Class,5,2,3.0,35.93,3.99,Clothing,East,2018-09-22 14:53:41.621621616,2018-09-27 14:53:41.621621616
100711,Second Class,3,3,2.0,233.83,39.38,Clothing,Central,2017-12-16 00:28:49.729729728,2017-12-19 00:28:49.729729728
100712,First Class,2,1,4.0,405.76,46.56,Sports,East,2017-08-21 02:28:28.108108112,2017-08-23 02:28:28.108108112
100713,Standard Class,6,5,5.0,55.67,11.71,Sports,Central,2016-05-23 14:07:34.054054056,2016-05-29 14:07:34.054054056
100714,Standard Class,4,3,4.0,87.0,12.32,Clothing,East,2016-11-07 15:45:35.135135136,2016-11-11 15:45:35.135135136
100715,Standard Class,2,5,1.0,281.18,47.87,Clothing,East,2016-04-19 23:23:57.837837840,2016-04-21 23:23:57.837837840
100716,Second Class,9,2,1.0,217.73,38.26,Clothing,South,2015-09-29 19:57:50.270270268,2015-10-08 19:57:50.270270268
100717,Second Class,2,3,2.0,1183.25,29.19,Clothing,West,2015-06-29 18:14:03.243243242,2015-07-01 18:14:03.243243242
100718,Same Day,5,0,1.0,346.95,39.55,Electronic Supplies,Central,2018-05-31 15:02:20.540540544,2018-06-05 15:02:20.540540544
100719,Standard Class,8,4,1.0,296.79,24.76,Clothing,Central,2017-06-07 13:38:44.324324320,2017-06-15 13:38:44.324324320
100720,Second Class,3,3,2.0,104.96,20.31,Electronic Supplies,East,2015-07-28 23:44:08.648648648,2015-07-31 23:44:08.648648648
100721,Second Class,3,3,2.0,242.53,35.67,Sports,Central,2018-11-01 01:55:18.918918912,2018-11-04 01:55:18.918918912
100722,Standard Class,2,3,6.0,455.78,43.27,Sports,Central,2015-10-15 21:47:23.243243244,2015-10-17 21:47:23.243243244
100723,Standard Class,3,3,1.0,154.96,1.15,Clothing,South,2017-06-09 00:43:14.594594592,2017-06-12 00:43:14.594594592
100724,Second Class,2,2,1.0,159.78,-2.84,Sports,Central,2016-02-12 17:56:45.405405404,2016-02-14 17:56:45.405405404
100725,First Class,5,1,1.0,189.03,25.49,Sports,South,2016-03-04 04:59:49.189189184,2016-03-09 04:59:49.189189184
100726,Second Class,2,3,5.0,111.95,5.89,Sports,Central,2016-08-07 14:01:48.108108104,2016-08-09 14:01:48.108108104
100727,Standard Class,4,4,4.0,205.37,33.53,Clothing,South,2015-06-28 07:09:32.972972972,2015-07-02 07:09:32.972972972
100728,Second Class,9,3,4.0,202.06,-4.33,Clothing,West,2015-09-25 10:44:19.459459460,2015-10-04 10:44:19.459459460
100729,Standard Class,6,5,5.0,451.24,107.14,Sports,West,2015-10-23 05:09:54.594594592,2015-10-29 05:09:54.594594592
100730,Standard Class,5,5,2.0,152.46,24.87,Clothing,Central,2016-10-02 02:52:58.378378376,2016-10-07 02:52:58.378378376
100731,Standard Class,3,5,2.0,267.35,31.53,Clothing,South,2015-12-26 12:28:06.486486484,2015-12-29 12:28:06.486486484
100732,Second Class,5,2,2.0,155.44,38.03,Electronic Supplies,South,2016-08-29 12:09:22.162162160,2016-09-03 12:09:22.162162160
100733,First Class,4,1,3.0,261.35,48.58,Clothing,West,2018-09-24 01:58:11.891891888,2018-09-28 01:58:11.891891888
100734,First Class,4,2,2.0,146.56,10.55,Clothing,East,2018-01-23 00:25:56.756756752,2018-01-27 00:25:56.756756752
100735,Standard Class,3,4,2.0,250.32,29.09,Clothing,West,2018-08-17 02:01:04.864864864,2018-08-20 02:01:04.864864864
100736,Second Class,6,2,5.0,276.82,-13.05,Sports,Central,2018-05-05 07:41:15.675675664,2018-05-11 07:41:15.675675664
100737,Standard Class,4,4,6.0,86.2,16.82,Clothing,West,2018-07-20 07:35:29.729729728,2018-07-24 07:35:29.729729728
100738,Second Class,3,2,4.0,353.03,30.47,Sports,South,2015-07-08 12:41:04.864864864,2015-07-11 12:41:04.864864864
100739,Standard Class,4,3,3.0,154.75,-7.46,Clothing,East,2017-07-19 22:49:22.162162160,2017-07-23 22:49:22.162162160
100740,Standard Class,4,3,3.0,127.06,1.96,Clothing,Central,2016-08-10 12:10:48.648648648,2016-08-14 12:10:48.648648648
100741,Standard Class,6,4,1.0,108.69,19.53,Sports,East,2018-02-19 18:51:31.891891888,2018-02-25 18:51:31.891891888
100742,Standard Class,5,3,1.0,209.31,50.05,Clothing,West,2018-01-30 07:48:28.108108112,2018-02-04 07:48:28.108108112
100743,Second Class,5,2,3.0,171.91,19.19,Electronic Supplies,Central,2017-12-10 04:10:48.648648640,2017-12-15 04:10:48.648648640
100744,First Class,1,1,3.0,219.43,6.9,Clothing,Central,2018-08-27 07:32:36.756756752,2018-08-28 07:32:36.756756752
100745,Standard Class,4,4,1.0,222.21,-0.81,Clothing,Central,2015-11-17 01:26:29.189189188,2015-11-21 01:26:29.189189188
100746,Second Class,4,2,5.0,256.1,57.15,Clothing,West,2017-07-25 19:07:23.243243248,2017-07-29 19:07:23.243243248
100747,Standard Class,1,4,1.0,1047.94,152.95,Clothing,Central,2018-08-30 05:41:37.297297296,2018-08-31 05:41:37.297297296
100748,First Class,3,2,1.0,176.94,14.79,Electronic Supplies,West,2018-01-04 00:27:23.243243232,2018-01-07 00:27:23.243243232
100749,Second Class,5,3,3.0,106.97,6.9,Electronic Supplies,East,2018-03-23 22:30:37.837837840,2018-03-28 22:30:37.837837840
100750,First Class,3,1,1.0,46.39,7.6,Clothing,West,2018-09-05 01:59:38.378378368,2018-09-08 01:59:38.378378368
100751,Standard Class,4,3,1.0,79.28,12.81,Sports,South,2017-06-30 22:50:48.648648640,2017-07-04 22:50:48.648648640
100752,Second Class,3,3,2.0,384.9,14.73,Sports,Central,2018-07-01 07:36:56.216216208,2018-07-04 07:36:56.216216208
100753,First Class,1,1,3.0,275.32,5.12,Clothing,East,2018-01-15 17:03:25.405405408,2018-01-16 17:03:25.405405408
100754,Standard Class,3,3,2.0,71.7,1.62,Clothing,South,2016-07-18 02:58:44.324324320,2016-07-21 02:58:44.324324320
100755,Standard Class,8,5,3.0,855.54,62.06,Electronic Supplies,Central,2018-11-21 12:58:22.702702704,2018-11-29 12:58:22.702702704
100756,Second Class,6,2,3.0,213.24,11.69,Electronic Supplies,Central,2017-01-13 21:12:47.567567568,2017-01-19 21:12:47.567567568
100757,First Class,7,2,1.0,232.57,55.69,Electronic Supplies,South,2016-01-26 05:02:42.162162160,2016-02-02 05:02:42.162162160
100758,First Class,4,2,6.0,741.55,51.68,Sports,South,2018-04-11 22:29:11.351351344,2018-04-15 22:29:11.351351344
100759,Second Class,2,2,1.0,534.13,5.36,Sports,West,2016-10-06 12:06:29.189189184,2016-10-08 12:06:29.189189184
100760,Second Class,4,3,6.0,286.5,4.16,Clothing,Central,2016-12-25 21:14:14.054054048,2016-12-29 21:14:14.054054048
100761,Standard Class,4,5,2.0,295.59,28.16,Clothing,East,2015-06-13 16:24:30.270270270,2015-06-17 16:24:30.270270270
100762,Standard Class,6,5,6.0,314.13,-11.24,Clothing,Central,2017-10-06 20:52:36.756756752,2017-10-12 20:52:36.756756752
100763,Standard Class,2,5,1.0,147.43,15.51,Sports,West,2015-12-06 01:25:02.702702700,2015-12-08 01:25:02.702702700
100764,Second Class,4,3,2.0,207.77,0.64,Sports,West,2018-06-24 00:14:24.864864864,2018-06-28 00:14:24.864864864
100765,Standard Class,3,5,1.0,250.46,50.77,Electronic Supplies,South,2017-06-06 02:34:14.054054048,2017-06-09 02:34:14.054054048
100766,First Class,4,1,1.0,158.79,18.95,Electronic Supplies,Central,2017-09-07 15:22:31.351351344,2017-09-11 15:22:31.351351344
100767,Second Class,5,2,3.0,92.06,25.75,Electronic Supplies,West,2016-06-29 03:00:10.810810808,2016-07-04 03:00:10.810810808
100768,Second Class,4,2,1.0,145.04,13.31,Electronic Supplies,Central,2018-12-04 16:38:55.135135136,2018-12-08 16:38:55.135135136
100769,Standard Class,4,5,3.0,90.73,-12.75,Clothing,East,2018-05-15 13:12:47.567567568,2018-05-19 13:12:47.567567568
100770,Second Class,4,3,1.0,179.8,40.75,Sports,West,2015-12-07 12:29:32.972972972,2015-12-11 12:29:32.972972972
100771,Standard Class,4,4,2.0,54.2,8.14,Sports,Central,2018-02-21 05:56:02.162162160,2018-02-25 05:56:02.162162160
100772,Second Class,6,2,4.0,215.22,34.98,Clothing,West,2017-09-14 22:45:02.702702704,2017-09-20 22:45:02.702702704
100773,Standard Class,6,5,2.0,59.72,1.78,Electronic Supplies,West,2016-04-08 06:47:55.675675672,2016-04-14 06:47:55.675675672
100774,Standard Class,7,5,3.0,132.65,14.14,Electronic Supplies,South,2017-08-05 00:38:55.135135136,2017-08-12 00:38:55.135135136
100775,Second Class,6,2,3.0,239.29,29.89,Clothing,West,2016-08-22 04:46:50.810810808,2016-08-28 04:46:50.810810808
100776,Standard Class,4,3,4.0,288.37,26.23,Clothing,South,2018-08-05 09:25:02.702702704,2018-08-09 09:25:02.702702704
100777,Standard Class,5,5,2.0,266.94,-7.67,Sports,East,2017-11-02 04:13:41.621621616,2017-11-07 04:13:41.621621616
100778,Second Class,4,2,,212.26,70.36,Sports,Central,2016-06-07 04:52:36.756756752,2016-06-11 04:52:36.756756752
100779,Second Class,3,3,6.0,83.3,14.73,Electronic Supplies,East,2016-01-13 01:22:09.729729728,2016-01-16 01:22:09.729729728
100780,First Class,6,2,3.0,326.16,46.85,Clothing,East,2017-12-23 07:51:21.081081072,2017-12-29 07:51:21.081081072
100781,First Class,2,1,2.0,84.55,18.19,Clothing,West,2017-07-05 08:04:19.459459456,2017-07-07 08:04:19.459459456
100782,First Class,7,2,3.0,351.24,56.74,Clothing,West,2017-07-12 15:26:50.810810800,2017-07-19 15:26:50.810810800
100783,Standard Class,4,3,3.0,259.31,14.48,Clothing,East,2016-02-17 03:10:16.216216216,2016-02-21 03:10:16.216216216
100784,Standard Class,5,5,3.0,417.08,87.58,Clothing,Central,2016-07-03 12:13:41.621621616,2016-07-08 12:13:41.621621616
100785,Standard Class,5,3,1.0,175.24,31.22,Electronic Supplies,Central,2016-07-15 04:49:43.783783784,2016-07-20 04:49:43.783783784
100786,Second Class,6,3,1.0,101.27,5.96,Clothing,West,2015-11-24 08:49:00.540540540,2015-11-30 08:49:00.540540540
100787,First Class,5,2,4.0,74.42,12.89,Clothing,West,2018-10-24 18:32:47.567567568,2018-10-29 18:32:47.567567568
100788,Standard Class,5,4,1.0,80.0,7.26,Clothing,West,2018-04-04 15:06:40.000000000,2018-04-09 15:06:40.000000000
100789,Standard Class,2,3,3.0,59.51,7.54,Clothing,East,2016-11-20 19:26:07.567567568,2016-11-22 19:26:07.567567568
100790,Second Class,4,3,2.0,318.08,50.25,Electronic Supplies,Central,2016-05-22 03:03:03.783783784,2016-05-26 03:03:03.783783784
100791,Standard Class,3,4,2.0,345.1,75.74,Sports,West,2017-01-08 00:54:46.486486488,2017-01-11 00:54:46.486486488
100792,First Class,5,1,1.0,247.13,14.41,Sports,West,2017-07-22 20:58:22.702702704,2017-07-27 20:58:22.702702704
100793,First Class,4,2,1.0,168.77,23.49,Clothing,East,2018-12-13 11:05:56.756756752,2018-12-17 11:05:56.756756752
100794,First Class,5,1,5.0,658.28,178.56,Clothing,West,2018-09-18 05:40:10.810810800,2018-09-23 05:40:10.810810800
100795,Standard Class,2,5,5.0,161.77,15.52,Clothing,East,2018-08-15 14:56:34.594594592,2018-08-17 14:56:34.594594592
100796,Second Class,2,3,3.0,199.06,25.03,Clothing,West,2017-06-23 15:28:17.297297296,2017-06-25 15:28:17.297297296
100797,Second Class,5,2,2.0,167.15,45.32,Electronic Supplies,South,2018-06-03 13:11:21.081081072,2018-06-08 13:11:21.081081072
100798,First Class,2,2,3.0,138.39,22.28,Clothing,West,2018-03-19 13:17:07.027027024,2018-03-21 13:17:07.027027024
100799,First Class,2,2,3.0,259.86,-2.06,Sports,East,2017-07-31 15:25:24.324324320,2017-08-02 15:25:24.324324320
100800,Second Class,1,2,2.0,114.23,5.3,Clothing,East,2018-05-21 09:30:48.648648640,2018-05-22 09:30:48.648648640
100801,Second Class,7,3,1.0,109.36,18.06,Sports,West,2017-03-23 13:44:30.270270264,2017-03-30 13:44:30.270270264
100802,Standard Class,5,5,3.0,268.53,38.63,Electronic Supplies,West,2018-10-30 14:50:48.648648640,2018-11-04 14:50:48.648648640
100803,First Class,4,1,3.0,124.78,15.35,Sports,West,2017-04-23 06:19:05.945945936,2017-04-27 06:19:05.945945936
100804,First Class,3,1,6.0,188.06,53.2,Sports,West,2018-03-07 20:41:04.864864864,2018-03-10 20:41:04.864864864
100805,Standard Class,4,3,1.0,138.12,8.37,Electronic Supplies,Central,2015-05-05 05:22:52.972972972,2015-05-09 05:22:52.972972972
100806,Second Class,5,2,3.0,171.14,17.81,Sports,South,2015-12-20 16:10:05.405405404,2015-12-25 16:10:05.405405404
100807,Second Class,5,2,3.0,111.31,-5.24,Clothing,West,2017-10-17 02:24:08.648648640,2017-10-22 02:24:08.648648640
100808,Second Class,3,3,2.0,113.71,23.07,Clothing,East,2015-08-21 08:56:12.972972972,2015-08-24 08:56:12.972972972
100809,Standard Class,3,5,1.0,101.21,4.66,Sports,West,2017-02-04 19:20:21.621621616,2017-02-07 19:20:21.621621616
100810,Standard Class,2,4,2.0,298.32,58.04,Sports,Central,2015-02-21 03:37:39.459459459,2015-02-23 03:37:39.459459459
100811,Same Day,5,0,2.0,192.81,35.89,Clothing,Central,2017-02-28 04:32:25.945945944,2017-03-05 04:32:25.945945944
100812,Second Class,5,2,2.0,313.27,93.33,Clothing,Central,2015-09-06 10:45:45.945945944,2015-09-11 10:45:45.945945944
100813,Standard Class,3,4,3.0,335.8,54.38,Electronic Supplies,West,2017-08-13 19:05:56.756756752,2017-08-16 19:05:56.756756752
100814,Second Class,1,3,3.0,127.88,10.42,Clothing,South,2018-07-24 16:49:00.540540544,2018-07-25 16:49:00.540540544
100815,Second Class,2,2,3.0,305.83,44.74,Clothing,West,2018-06-06 11:20:21.621621616,2018-06-08 11:20:21.621621616
100816,First Class,8,2,5.0,170.86,8.42,Clothing,East,2018-05-22 20:35:18.918918912,2018-05-30 20:35:18.918918912
100817,First Class,3,2,2.0,155.53,21.08,Electronic Supplies,East,2018-10-11 14:52:15.135135136,2018-10-14 14:52:15.135135136
100818,Standard Class,5,3,1.0,389.18,36.55,Clothing,Central,2017-12-07 06:01:48.108108112,2017-12-12 06:01:48.108108112
100819,Standard Class,5,4,3.0,247.14,25.79,Sports,Central,2015-05-19 20:07:55.675675676,2015-05-24 20:07:55.675675676
100820,Standard Class,4,4,1.0,137.13,5.23,Clothing,West,2017-04-02 19:16:02.162162160,2017-04-06 19:16:02.162162160
100821,Second Class,3,2,2.0,236.92,31.76,Sports,South,2015-12-17 18:01:04.864864864,2015-12-20 18:01:04.864864864
100822,Standard Class,2,4,1.0,75.74,13.33,Electronic Supplies,East,2017-12-20 09:42:20.540540544,2017-12-22 09:42:20.540540544
100823,Standard Class,5,4,1.0,202.5,-4.49,Clothing,West,2017-04-18 21:05:35.135135136,2017-04-23 21:05:35.135135136
100824,Standard Class,5,5,4.0,65.06,3.57,Sports,South,2017-10-05 09:48:06.486486480,2017-10-10 09:48:06.486486480
100825,First Class,5,1,1.0,90.93,11.22,Clothing,Central,2016-11-03 06:32:04.324324320,2016-11-08 06:32:04.324324320
100826,Second Class,4,3,2.0,252.15,-19.61,Clothing,West,2017-03-19 04:30:59.459459456,2017-03-23 04:30:59.459459456
100827,Standard Class,2,4,1.0,30.4,7.58,Electronic Supplies,West,2018-07-21 18:40:00.000000000,2018-07-23 18:40:00.000000000
100828,Standard Class,8,4,3.0,556.48,29.56,Clothing,West,2015-10-29 01:27:55.675675676,2015-11-06 01:27:55.675675676
100829,Second Class,6,3,2.0,296.61,10.37,Sports,Central,2016-07-26 21:25:45.945945944,2016-08-01 21:25:45.945945944
100830,Standard Class,3,5,3.0,52.19,4.88,Clothing,West,2018-03-06 09:36:34.594594592,2018-03-09 09:36:34.594594592
100831,Standard Class,8,5,2.0,819.77,99.18,Clothing,West,2016-08-03 04:48:17.297297296,2016-08-11 04:48:17.297297296
100832,Standard Class,5,4,1.0,980.6,48.52,Clothing,Central,2018-01-24 11:30:27.027027024,2018-01-29 11:30:27.027027024
100833,Standard Class,5,4,2.0,153.34,28.89,Sports,East,2018-05-24 07:39:49.189189184,2018-05-29 07:39:49.189189184
100834,Standard Class,5,3,1.0,94.42,13.41,Clothing,Central,2015-11-14 03:17:28.648648648,2015-11-19 03:17:28.648648648
100835,Standard Class,6,4,2.0,516.0,22.2,Sports,South,2015-01-06 20:18:01.081081081,2015-01-12 20:18:01.081081081
100836,Standard Class,5,4,2.0,137.9,9.41,Clothing,East,2018-01-27 09:39:27.567567568,2018-02-01 09:39:27.567567568
